교육청명,교육지원청명,유치원코드,유치원명,설립유형,건축년도,건물층수,건물전용면적,대지총면적,공시차수,주소
서울특별시교육청,강남서초교육지원청,16f86a3d-1aa1-471d-bcd4-a563853f8658,서울신구유치원,공립(단설),1981년,지상2층/ 지하0층,1122㎡,673㎡,20231,서울특별시 강남구 압구정로18길 28
서울특별시교육청,강남서초교육지원청,18f5dfe2-27c7-47f3-af41-5a4a944a77fe,서울세명유치원,공립(단설),2012년,지상1층/ 지하1층,986㎡,752㎡,20231,서울특별시 강남구 자곡로 55
서울특별시교육청,강남서초교육지원청,1ecec08c-ed13-b044-e053-0a32095ab044,강남유치원,사립(사인),1985년,지상2층/ 지하0층,635㎡,3080㎡,20201,서울특별시 강남구 선릉로129길 31
서울특별시교육청,강남서초교육지원청,1ecec08c-ed1d-b044-e053-0a32095ab044,서울언주초등학교병설유치원,공립(병설),2013년,지상2층/ 지하0층,432㎡,12881㎡,20231,서울특별시 강남구 남부순환로363길 19
서울특별시교육청,강남서초교육지원청,1ecec08c-ed1e-b044-e053-0a32095ab044,서울개원초등학교병설유치원,공립(병설),1982년,지상3층/ 지하0층,1351㎡,15632㎡,20181,서울특별시 강남구 선릉로 29
서울특별시교육청,강남서초교육지원청,1ecec08c-ef04-b044-e053-0a32095ab044,도곡렉슬유치원,사립(사인),2006년,지상2층/ 지하1층,1244㎡,1371㎡,20231,서울특별시 강남구 선릉로 221
서울특별시교육청,강남서초교육지원청,1ecec08c-efef-b044-e053-0a32095ab044,영동제일유치원,사립(사인),1987년,지상2층/ 지하1층,1320㎡,4227㎡,20231,서울특별시 강남구 삼성로120길 28
서울특별시교육청,강남서초교육지원청,1ecec08c-f42d-b044-e053-0a32095ab044,서울수서초등학교병설유치원,공립(병설),1992년,지상4층/ 지하0층,1035㎡,9471㎡,20231,서울특별시 강남구 광평로51길 46
서울특별시교육청,강남서초교육지원청,1ecec08c-f43c-b044-e053-0a32095ab044,선경유치원,사립(사인),1983년,지상1층/ 지하0층,285㎡,364㎡,20231,서울특별시 강남구 삼성로 151
서울특별시교육청,강남서초교육지원청,1ecec08c-f43d-b044-e053-0a32095ab044,신아유치원,사립(사인),1987년,지상2층/ 지하1층,357㎡,357㎡,20231,서울특별시 강남구 개포로110길 15
서울특별시교육청,강남서초교육지원청,1ecec08c-f43e-b044-e053-0a32095ab044,신양유치원,사립(사인),1987년,지상3층/ 지하1층,479㎡,488㎡,20201,서울특별시 강남구 선릉로10길 18-6
서울특별시교육청,강남서초교육지원청,1ecec08c-f495-b044-e053-0a32095ab044,서울도곡초등학교병설유치원,공립(병설),1977년,지상4층/ 지하0층,1861㎡,1011㎡,20231,서울특별시 강남구 선릉로64길 33
서울특별시교육청,강남서초교육지원청,1ecec08c-f4c8-b044-e053-0a32095ab044,청담몬테소리유치원,사립(사인),2003년,지상4층/ 지하1층,762㎡,898㎡,20231,서울특별시 강남구 학동로67길 15
서울특별시교육청,강남서초교육지원청,1ecec08c-f5d3-b044-e053-0a32095ab044,남부유치원,사립(사인),1986년,지상3층/ 지하1층,363㎡,165㎡,20231,서울특별시 강남구 언주로 123
서울특별시교육청,강남서초교육지원청,1ecec08c-f8db-b044-e053-0a32095ab044,서울역삼초등학교병설유치원,공립(병설),1979년,지상3층/ 지하0층,1014㎡,11601㎡,20231,서울특별시 강남구 강남대로66길 21
서울특별시교육청,강남서초교육지원청,1ecec08c-fc1a-b044-e053-0a32095ab044,푸른유치원,사립(사인),1994년,지상2층/ 지하0층,571㎡,633㎡,20231,서울특별시 강남구 일원로14길 25
서울특별시교육청,강남서초교육지원청,1ecec08c-fd48-b044-e053-0a32095ab044,신우주유치원,사립(사인),1997년,지상1층/ 지하0층,185㎡,579㎡,20191,서울특별시 강남구 일원로 120
서울특별시교육청,강남서초교육지원청,1ecec08c-fd96-b044-e053-0a32095ab044,서울자곡초등학교병설유치원,공립(병설),2014년,지상1층/ 지하0층,605㎡,605㎡,20231,서울특별시 강남구 자곡로 150
서울특별시교육청,강남서초교육지원청,1ecec08c-fe51-b044-e053-0a32095ab044,서울대왕초등학교병설유치원,공립(병설),2012년,지상3층/ 지하0층,278㎡,504㎡,20231,서울특별시 강남구 헌릉로618길 8
서울특별시교육청,강남서초교육지원청,1ecec08c-fea2-b044-e053-0a32095ab044,하늘빛유치원,사립(사인),1993년,지상2층/ 지하0층,861㎡,884㎡,20191,서울특별시 강남구 양재대로55길 12
서울특별시교육청,강남서초교육지원청,1ecec08c-fea3-b044-e053-0a32095ab044,돌샘유치원,사립(사인),1983년,지상2층/ 지하1층,760㎡,808㎡,20231,서울특별시 강남구 개포로 516
서울특별시교육청,강남서초교육지원청,1ecec08c-fea4-b044-e053-0a32095ab044,럭키유치원,사립(사인),1988년,지상3층/ 지하1층,406㎡,676㎡,20181,서울특별시 강남구 논현로 213
서울특별시교육청,강남서초교육지원청,1ecec08c-fea5-b044-e053-0a32095ab044,리라유치원,사립(사인),1993년,지상2층/ 지하1층,512㎡,34790㎡,20231,서울특별시 강남구 광평로19길 15
서울특별시교육청,강남서초교육지원청,1ecec08c-fea6-b044-e053-0a32095ab044,묘동유치원,사립(법인),1981년,지상3층/ 지하1층,1893㎡,1580㎡,20231,서울특별시 강남구 도곡로78길 8
서울특별시교육청,강남서초교육지원청,1ecec08d-007b-b044-e053-0a32095ab044,초원유치원,사립(사인),1987년,지상2층/ 지하0층,466㎡,1155㎡,20231,서울특별시 강남구 논현로14길 17
서울특별시교육청,강남서초교육지원청,1ecec08d-0184-b044-e053-0a32095ab044,아란유치원,사립(사인),1979년,지상2층/ 지하0층,629㎡,1490㎡,20211,서울특별시 강남구 압구정로 201
서울특별시교육청,강남서초교육지원청,1ecec08d-01d8-b044-e053-0a32095ab044,서울율현초등학교병설유치원,공립(병설),2014년,지상1층/ 지하0층,1699㎡,11145㎡,20231,서울특별시 강남구 밤고개로21길 15
서울특별시교육청,강남서초교육지원청,1ecec08d-04db-b044-e053-0a32095ab044,서울논현초등학교병설유치원,공립(병설),1972년,지상2층/ 지하0층,852㎡,31201㎡,20231,서울특별시 강남구 강남대로120길 33
서울특별시교육청,강남서초교육지원청,1ecec08d-0a98-b044-e053-0a32095ab044,오즈의마법사유치원,사립(법인),2012년,지상4층/ 지하1층,1084㎡,486㎡,20231,서울특별시 강남구 헌릉로618길 14
서울특별시교육청,강남서초교육지원청,1ecec08d-0b98-b044-e053-0a32095ab044,반디유치원,사립(사인),1993년,지상2층/ 지하1층,564㎡,660㎡,20231,서울특별시 강남구 광평로47길 17
서울특별시교육청,강남서초교육지원청,1ecec08d-0d4f-b044-e053-0a32095ab044,이화유치원,사립(사인),1992년,지상2층/ 지하0층,536㎡,905㎡,20231,서울특별시 강남구 개포로109길 5
서울특별시교육청,강남서초교육지원청,1ecec08d-0e4d-b044-e053-0a32095ab044,청운교회부설유치원,사립(사인),1994년,지상3층/ 지하0층,670㎡,670㎡,20181,서울특별시 강남구 언주로65길 5
서울특별시교육청,강남서초교육지원청,1ecec08d-0e60-b044-e053-0a32095ab044,서울개포유치원,공립(단설),2023년,지상4층/ 지하1층,3316㎡,3315㎡,20231,서울특별시 강남구 삼성로4길 20
서울특별시교육청,강남서초교육지원청,1ecec08d-0e61-b044-e053-0a32095ab044,서울대현초등학교병설유치원,공립(병설),1984년,지상2층/ 지하0층,1286㎡,13877㎡,20231,서울특별시 강남구 역삼로98길 16
서울특별시교육청,강남서초교육지원청,1ecec08d-0e63-b044-e053-0a32095ab044,성결유치원,사립(사인),1987년,지상1층/ 지하0층,555㎡,1097㎡,20231,서울특별시 강남구 언주로121길 5
서울특별시교육청,강남서초교육지원청,1ecec08d-0e64-b044-e053-0a32095ab044,성요셉유치원,사립(법인),1988년,지상3층/ 지하1층,2258㎡,2208㎡,20231,서울특별시 강남구 압구정로77길 28
서울특별시교육청,강남서초교육지원청,1ecec08d-0e65-b044-e053-0a32095ab044,소망유치원,사립(사인),1989년,지상1층/ 지하0층,200㎡,854㎡,20231,서울특별시 강남구 광평로56길 11
서울특별시교육청,강남서초교육지원청,1fd6777e-1508-e0b0-e053-0a32095ae0b0,서울은곡유치원,공립(단설),2015년,지상4층/ 지하0층,1978㎡,1131㎡,20231,서울특별시 강남구 헌릉로569길 41
서울특별시교육청,강남서초교육지원청,34140010-58e8-44b4-9e91-49d5eb6669e1,강남유정유치원,사립(사인),2017년,지상4층/ 지하2층,3659㎡,1100㎡,20231,서울특별시 강남구 광평로34길 17
서울특별시교육청,강남서초교육지원청,3cedfdf0-2006-43f2-853b-29e001e6637a,서울영희초등학교병설유치원,공립(병설),2021년,지상2층/ 지하1층,997㎡,10545㎡,20231,서울특별시 강남구 일원로 21
서울특별시교육청,강남서초교육지원청,b2d7325d-5742-4adf-ad7a-4fcc9ea8f9dc,서울청담초등학교병설유치원,공립(병설),1983년,지상3층/ 지하0층,1015㎡,147736㎡,20231,서울특별시 강남구 압구정로71길 9
서울특별시교육청,강남서초교육지원청,d66d57de-9a60-4eab-8ca9-38b9d53c57e0,서울포이초등학교병설유치원,공립(병설),1990년,지상2층/ 지하0층,711㎡,18833㎡,20231,서울특별시 강남구 개포로22길 87
서울특별시교육청,강남서초교육지원청,fccf9482-0b1c-4f4b-a7e7-cffe7f40b07b,서울학동초등학교병설유치원,공립(병설),2020년,지상1층/ 지하0층,595㎡,1039㎡,20231,서울특별시 강남구 선릉로115길 42
서울특별시교육청,강동송파교육지원청,1ecec08c-ed95-b044-e053-0a32095ab044,송원유치원,사립(사인),1981년,지상3층/ 지하1층,777㎡,585㎡,20181,서울특별시 강동구 성안로 64
서울특별시교육청,강동송파교육지원청,1ecec08c-ef39-b044-e053-0a32095ab044,한영중고등학교병설한영유치원,사립(법인),1988년,지상4층/ 지하0층,1340㎡,21929㎡,20231,서울특별시 강동구 동남로 832
서울특별시교육청,강동송파교육지원청,1ecec08c-f123-b044-e053-0a32095ab044,준현유치원,사립(사인),1999년,지상2층/ 지하0층,579㎡,624㎡,20231,서울특별시 강동구 성내로3가길 61
서울특별시교육청,강동송파교육지원청,1ecec08c-f12c-b044-e053-0a32095ab044,고덕유치원,사립(법인),1988년,지상1층/ 지하0층,542㎡,7480㎡,20231,서울특별시 강동구 구천면로 645
서울특별시교육청,강동송파교육지원청,1ecec08c-f289-b044-e053-0a32095ab044,예슬유치원,사립(사인),2000년,지상3층/ 지하1층,1275㎡,67735㎡,20231,서울특별시 강동구 상암로 11
서울특별시교육청,강동송파교육지원청,1ecec08c-f337-b044-e053-0a32095ab044,서울고명초등학교병설유치원,공립(병설),1980년,지상4층/ 지하0층,528㎡,11023㎡,20231,서울특별시 강동구 고덕로46길 53
서울특별시교육청,강동송파교육지원청,1ecec08c-f338-b044-e053-0a32095ab044,서울명일유치원,공립(단설),1999년,지상2층/ 지하1층,1561㎡,1561㎡,20231,서울특별시 강동구 암사19길 53
서울특별시교육청,강동송파교육지원청,1ecec08c-f33c-b044-e053-0a32095ab044,성보나유치원,사립(법인),1991년,지상2층/ 지하0층,381㎡,418㎡,20231,서울특별시 강동구 고덕로83길 68
서울특별시교육청,강동송파교육지원청,1ecec08c-f426-b044-e053-0a32095ab044,오송유치원,사립(사인),1988년,지상2층/ 지하1층,1167㎡,1230㎡,20231,서울특별시 강동구 구천면로39길 26
서울특별시교육청,강동송파교육지원청,1ecec08c-f4c7-b044-e053-0a32095ab044,반석유치원,사립(사인),1995년,지상4층/ 지하1층,581㎡,195㎡,20231,서울특별시 강동구 양재대로124길 89-18
서울특별시교육청,강동송파교육지원청,1ecec08c-f704-b044-e053-0a32095ab044,명덕유치원,사립(사인),1989년,지상4층/ 지하1층,996㎡,684㎡,20231,서울특별시 강동구 동남로83길 66
서울특별시교육청,강동송파교육지원청,1ecec08c-f7e0-b044-e053-0a32095ab044,서울길동초등학교병설유치원,공립(병설),1979년,지상4층/ 지하0층,1198㎡,3964㎡,20231,서울특별시 강동구 양재대로116길 69
서울특별시교육청,강동송파교육지원청,1ecec08c-f821-b044-e053-0a32095ab044,녹원유치원,사립(사인),1985년,지상3층/ 지하1층,495㎡,227㎡,20231,서울특별시 강동구 상암로63길 39-10
서울특별시교육청,강동송파교육지원청,1ecec08c-f8d2-b044-e053-0a32095ab044,화랑유치원,사립(사인),1986년,지상2층/ 지하0층,284㎡,284㎡,20201,서울특별시 강동구 천중로35길 37-1
서울특별시교육청,강동송파교육지원청,1ecec08c-f93f-b044-e053-0a32095ab044,서울신명초등학교병설유치원,공립(병설),1992년,지상2층/ 지하0층,298㎡,21165㎡,20231,서울특별시 강동구 명일로24길 33
서울특별시교육청,강동송파교육지원청,1ecec08c-f973-b044-e053-0a32095ab044,강동유정유치원,사립(사인),2012년,지상5층/ 지하2층,3205㎡,900㎡,20231,서울특별시 강동구 상일로10길 41
서울특별시교육청,강동송파교육지원청,1ecec08c-fc1d-b044-e053-0a32095ab044,서울강덕초등학교병설유치원,공립(병설),2019년,지상2층/ 지하0층,909㎡,3143㎡,20231,서울특별시 강동구 동남로82길 94-54
서울특별시교육청,강동송파교육지원청,1ecec08c-fc21-b044-e053-0a32095ab044,근화유치원,사립(사인),1986년,지상1층/ 지하1층,268㎡,268㎡,20231,서울특별시 강동구 고덕로 240
서울특별시교육청,강동송파교육지원청,1ecec08c-fc24-b044-e053-0a32095ab044,둔촌유치원,사립(사인),1989년,지상4층/ 지하1층,445㎡,544㎡,20231,서울특별시 강동구 풍성로63길 73
서울특별시교육청,강동송파교육지원청,1ecec08c-fdba-b044-e053-0a32095ab044,강일늘사랑유치원,사립(사인),2012년,지상3층/ 지하0층,1423㎡,645㎡,20231,서울특별시 강동구 아리수로98길 62
서울특별시교육청,강동송파교육지원청,1ecec08d-00bf-b044-e053-0a32095ab044,예크유치원,사립(사인),1983년,지상3층/ 지하1층,657㎡,333㎡,20181,서울특별시 강동구 천호대로187길 73-10
서울특별시교육청,강동송파교육지원청,1ecec08d-01d7-b044-e053-0a32095ab044,은새유치원,사립(사인),1986년,지상2층/ 지하1층,364㎡,364㎡,20231,서울특별시 강동구 고덕로62길 58
서울특별시교육청,강동송파교육지원청,1ecec08d-028f-b044-e053-0a32095ab044,유정유치원,사립(사인),1982년,지상4층/ 지하1층,1754㎡,703㎡,20231,서울특별시 강동구 강동대로55길 83
서울특별시교육청,강동송파교육지원청,1ecec08d-029f-b044-e053-0a32095ab044,돌샘유치원,사립(사인),2008년,지상2층/ 지하1층,1219㎡,1363㎡,20231,서울특별시 강동구 고덕로 131
서울특별시교육청,강동송파교육지원청,1ecec08d-0409-b044-e053-0a32095ab044,한성유치원,사립(사인),1983년,지상3층/ 지하1층,1241㎡,1241㎡,20211,서울특별시 강동구 명일로 251
서울특별시교육청,강동송파교육지원청,1ecec08d-04f4-b044-e053-0a32095ab044,가람유치원,사립(사인),1986년,지상5층/ 지하1층,628㎡,217㎡,20231,서울특별시 강동구 상암로63길 39
서울특별시교육청,강동송파교육지원청,1ecec08d-08dd-b044-e053-0a32095ab044,서울선린초등학교병설유치원,공립(병설),1985년,지상2층/ 지하0층,643㎡,13926㎡,20231,서울특별시 강동구 진황도로61길 29
서울특별시교육청,강동송파교육지원청,1ecec08d-0b24-b044-e053-0a32095ab044,구강사금강유치원,사립(법인),2006년,지상2층/ 지하0층,494㎡,828㎡,20231,서울특별시 강동구 천중로 64
서울특별시교육청,강동송파교육지원청,1ecec08d-0b38-b044-e053-0a32095ab044,서울천호초등학교병설유치원,공립(병설),2012년,지상2층/ 지하0층,594㎡,15270㎡,20231,서울특별시 강동구 구천면로 310-11
서울특별시교육청,강동송파교육지원청,1ecec08d-0c15-b044-e053-0a32095ab044,그리새유치원,사립(사인),1995년,지상2층/ 지하0층,3795㎡,3516㎡,20211,서울특별시 강동구 천호대로187길 53-18
서울특별시교육청,강동송파교육지원청,1ecec08d-0d55-b044-e053-0a32095ab044,천호유치원,사립(법인),2014년,지상3층/ 지하0층,1633㎡,9396㎡,20231,서울특별시 강동구 구천면로 236-1
서울특별시교육청,강동송파교육지원청,1ecec08d-0eee-b044-e053-0a32095ab044,고덕한울유치원,사립(사인),1996년,지상3층/ 지하1층,485㎡,583㎡,20201,서울특별시 강동구 양재대로 1706
서울특별시교육청,강동송파교육지원청,384943bc-313e-465b-b2ef-76a20afa6dda,서울고현초등학교병설유치원,공립(병설),2020년,지상3층/ 지하1층,18739㎡,811600㎡,20231,서울특별시 강동구 상일로11길 110
서울특별시교육청,강동송파교육지원청,4f559f09-9ed1-4997-8dac-73a60b15573b,서울강솔유치원,공립(단설),2017년,지상4층/ 지하1층,909㎡,685㎡,20231,서울특별시 강동구 고덕로97길 80
서울특별시교육청,강동송파교육지원청,8cd5853a-2caf-4ed7-89dd-c505aac27823,선아유치원,사립(사인),2019년,지상1층/ 지하0층,347㎡,328㎡,20231,서울특별시 강동구 구천면로 650
서울특별시교육청,강동송파교육지원청,c331985b-b881-4725-9fc3-6e80741044d9,서울강빛초등학교병설유치원,공립(병설),2021년,지상3층/ 지하1층,1199㎡,25000㎡,20231,서울특별시 강동구 아리수로93다길 1
서울특별시교육청,강동송파교육지원청,dc3c0174-def5-4b61-a69d-19ff119cdf2e,서울고일초등학교병설유치원,공립(병설),2019년,지상4층/ 지하1층,777㎡,14063㎡,20231,서울특별시 강동구 구천면로93길 20
서울특별시교육청,강동송파교육지원청,fa8ca68f-3afc-4cf1-9118-70174aec112e,서울강솔초등학교병설유치원,공립(병설),2017년,지상4층/ 지하1층,4489㎡,11042㎡,20191,서울특별시 강동구 고덕로97길 80
서울특별시교육청,성북강북교육지원청,1ecec08c-f0f4-b044-e053-0a32095ab044,금성유치원,사립(사인),1971년,지상2층/ 지하0층,155㎡,284㎡,20191,서울특별시 강북구 한천로123길 9
서울특별시교육청,성북강북교육지원청,1ecec08c-f0f5-b044-e053-0a32095ab044,동명유치원,사립(사인),1975년,지상2층/ 지하0층,437㎡,1003㎡,20191,서울특별시 강북구 오패산로 130
서울특별시교육청,성북강북교육지원청,1ecec08c-f0f6-b044-e053-0a32095ab044,길물빛유치원,사립(사인),1991년,지상3층/ 지하1층,462㎡,393㎡,20231,서울특별시 강북구 인수봉로 260
서울특별시교육청,성북강북교육지원청,1ecec08c-f740-b044-e053-0a32095ab044,성실유치원,사립(사인),1993년,지상2층/ 지하1층,457㎡,540㎡,20231,서울특별시 강북구 삼각산로 143-1
서울특별시교육청,성북강북교육지원청,1ecec08c-f8de-b044-e053-0a32095ab044,서울수유초등학교병설유치원,공립(병설),1968년,지상1층/ 지하0층,1767㎡,17913㎡,20231,서울특별시 강북구 삼양로74길 39
서울특별시교육청,성북강북교육지원청,1ecec08c-f9b8-b044-e053-0a32095ab044,아름유치원,사립(사인),1986년,지상3층/ 지하0층,330㎡,528㎡,20181,서울특별시 강북구 도봉로 88
서울특별시교육청,성북강북교육지원청,1ecec08c-fa08-b044-e053-0a32095ab044,솔샘유치원,사립(사인),2002년,지상3층/ 지하1층,2585㎡,1383㎡,20231,서울특별시 강북구 솔샘로 159
서울특별시교육청,성북강북교육지원청,1ecec08c-fa73-b044-e053-0a32095ab044,창문유치원,사립(법인),2011년,지상5층/ 지하1층,724㎡,2676㎡,20231,서울특별시 강북구 월계로 61
서울특별시교육청,성북강북교육지원청,1ecec08c-fc25-b044-e053-0a32095ab044,운산유치원,사립(사인),1985년,지상4층/ 지하1층,153㎡,198㎡,20211,서울특별시 강북구 수유로4길 58
서울특별시교육청,성북강북교육지원청,1ecec08c-fe08-b044-e053-0a32095ab044,유안유치원,사립(사인),1997년,지상5층/ 지하1층,371㎡,371㎡,20231,서울특별시 강북구 인수봉로 297
서울특별시교육청,성북강북교육지원청,1ecec08c-fff2-b044-e053-0a32095ab044,예원유치원,사립(사인),1982년,지상2층/ 지하1층,294㎡,360㎡,20231,서울특별시 강북구 삼양로49길 18
서울특별시교육청,성북강북교육지원청,1ecec08d-0169-b044-e053-0a32095ab044,성체유치원,사립(법인),1971년,지상2층/ 지하0층,814㎡,2504㎡,20231,서울특별시 강북구 삼각산로 161
서울특별시교육청,성북강북교육지원청,1ecec08d-024e-b044-e053-0a32095ab044,하나유치원,사립(사인),2002년,지상2층/ 지하1층,1813㎡,1723㎡,20231,서울특별시 강북구 솔샘로 174
서울특별시교육청,성북강북교육지원청,1ecec08d-024f-b044-e053-0a32095ab044,화계유치원,사립(사인),1985년,지상3층/ 지하1층,556㎡,1246㎡,20231,서울특별시 강북구 덕릉로 45
서울특별시교육청,성북강북교육지원청,1ecec08d-0250-b044-e053-0a32095ab044,경은유치원,사립(사인),1982년,지상3층/ 지하1층,600㎡,268㎡,20181,서울특별시 강북구 노해로21길 12
서울특별시교육청,성북강북교육지원청,1ecec08d-02ae-b044-e053-0a32095ab044,서울화계초등학교병설유치원,공립(병설),2003년,지상2층/ 지하0층,380㎡,11275㎡,20231,서울특별시 강북구 솔매로50가길 25
서울특별시교육청,성북강북교육지원청,1ecec08d-084e-b044-e053-0a32095ab044,꿈동산유치원,사립(사인),1990년,지상4층/ 지하1층,726㎡,661㎡,20231,서울특별시 강북구 한천로115길 15
서울특별시교육청,성북강북교육지원청,1ecec08d-0ae5-b044-e053-0a32095ab044,인수유치원,사립(사인),1997년,지상3층/ 지하1층,124㎡,149㎡,20211,서울특별시 강북구 인수봉로 298
서울특별시교육청,성북강북교육지원청,1ecec08d-0cbe-b044-e053-0a32095ab044,서울미양초등학교병설유치원,공립(병설),1992년,지상2층/ 지하0층,705㎡,16355㎡,20231,서울특별시 강북구 솔샘로 195
서울특별시교육청,성북강북교육지원청,1ecec08d-0cc5-b044-e053-0a32095ab044,새시대유치원,사립(사인),1984년,지상4층/ 지하1층,228㎡,238㎡,20201,서울특별시 강북구 도봉로97길 45
서울특별시교육청,성북강북교육지원청,359faa6f-7b25-4e25-b738-71737821c61c,서울번동초등학교병설유치원,공립(병설),1991년,지상2층/ 지하0층,392㎡,537㎡,20231,서울특별시 강북구 오현로 204
서울특별시교육청,성북강북교육지원청,64af8988-de1b-45a7-81be-11e10d4fa5ef,서울수송초등학교병설유치원,공립(병설),2001년,지상1층/ 지하0층,435㎡,13514㎡,20231,서울특별시 강북구 한천로124길 14
서울특별시교육청,성북강북교육지원청,7e0ce4f2-8d6e-4568-9e83-17a353fee72b,서울송천초등학교병설유치원,공립(병설),1966년,지상2층/ 지하0층,396㎡,430㎡,20231,서울특별시 강북구 삼양로20길 29
서울특별시교육청,성북강북교육지원청,d6df2050-e2a0-4e60-bffa-db3ae9220338,서울우이유치원,공립(단설),2021년,지상5층/ 지하1층,2198㎡,20073㎡,20231,서울특별시 강북구 삼양로99길 36
서울특별시교육청,강서양천교육지원청,1ecec08c-ed82-b044-e053-0a32095ab044,서울공항초등학교병설유치원,공립(병설),2014년,지상1층/ 지하0층,861㎡,1084㎡,20231,서울특별시 강서구 마곡서1로 68
서울특별시교육청,강서양천교육지원청,1ecec08c-eec6-b044-e053-0a32095ab044,한나유치원,사립(사인),1995년,지상2층/ 지하1층,1222㎡,919㎡,20231,서울특별시 강서구 금낭화로 287-19
서울특별시교육청,강서양천교육지원청,1ecec08c-eec7-b044-e053-0a32095ab044,화곡유치원,사립(법인),1976년,지상1층/ 지하0층,459㎡,2865㎡,20231,서울특별시 강서구 까치산로 60
서울특별시교육청,강서양천교육지원청,1ecec08c-ef9c-b044-e053-0a32095ab044,선미유치원,사립(법인),1973년,지상3층/ 지하0층,1048㎡,802㎡,20231,서울특별시 강서구 까치산로2길 43
서울특별시교육청,강서양천교육지원청,1ecec08c-f199-b044-e053-0a32095ab044,서울공진초등학교병설유치원,공립(병설),2014년,지상2층/ 지하1층,841㎡,2485㎡,20231,서울특별시 강서구 마곡서로 33
서울특별시교육청,강서양천교육지원청,1ecec08c-f1fa-b044-e053-0a32095ab044,보라유치원,사립(사인),1995년,지상3층/ 지하1층,534㎡,497㎡,20231,서울특별시 강서구 공항대로39길 100
서울특별시교육청,강서양천교육지원청,1ecec08c-f1fb-b044-e053-0a32095ab044,서강유치원,사립(사인),2018년,지상4층/ 지하0층,514㎡,523㎡,20191,서울특별시 강서구 금낭화로 35
서울특별시교육청,강서양천교육지원청,1ecec08c-f33b-b044-e053-0a32095ab044,신세기유치원,사립(사인),1992년,지상2층/ 지하1층,751㎡,547㎡,20231,서울특별시 강서구 허준로 47
서울특별시교육청,강서양천교육지원청,1ecec08c-f3d7-b044-e053-0a32095ab044,서울정곡초등학교병설유치원,공립(병설),1994년,지상2층/ 지하0층,1324㎡,12475㎡,20231,서울특별시 강서구 방화대로50길 22
서울특별시교육청,강서양천교육지원청,1ecec08c-f3d8-b044-e053-0a32095ab044,신영유치원,사립(사인),1983년,지상3층/ 지하1층,666㎡,520㎡,20231,서울특별시 강서구 곰달래로25길 4
서울특별시교육청,강서양천교육지원청,1ecec08c-f446-b044-e053-0a32095ab044,강서유치원,사립(사인),1988년,지상4층/ 지하0층,1122㎡,803㎡,20231,서울특별시 강서구 까치산로 116
서울특별시교육청,강서양천교육지원청,1ecec08c-f447-b044-e053-0a32095ab044,대유유치원,사립(법인),1980년,지상2층/ 지하1층,567㎡,361㎡,20231,서울특별시 강서구 곰달래로57길 39
서울특별시교육청,강서양천교육지원청,1ecec08c-f44b-b044-e053-0a32095ab044,문성유치원,사립(사인),1980년,지상3층/ 지하0층,1290㎡,768㎡,20191,서울특별시 강서구 우현로 8
서울특별시교육청,강서양천교육지원청,1ecec08c-f563-b044-e053-0a32095ab044,우람유치원,사립(사인),1997년,지상4층/ 지하1층,717㎡,17791㎡,20231,서울특별시 강서구 방화대로45길 32
서울특별시교육청,강서양천교육지원청,1ecec08c-f7b7-b044-e053-0a32095ab044,우일유치원,사립(사인),1987년,지상1층/ 지하1층,636㎡,558㎡,20231,서울특별시 강서구 곰달래로47길 88
서울특별시교육청,강서양천교육지원청,1ecec08c-f7f7-b044-e053-0a32095ab044,우리곰유치원,사립(사인),1992년,지상2층/ 지하1층,737㎡,2099㎡,20231,서울특별시 강서구 허준로 23
서울특별시교육청,강서양천교육지원청,1ecec08c-f8f5-b044-e053-0a32095ab044,공항제일유치원,사립(사인),1981년,지상2층/ 지하1층,417㎡,71239㎡,20231,서울특별시 강서구 개화동로23길 100
서울특별시교육청,강서양천교육지원청,1ecec08c-f8f7-b044-e053-0a32095ab044,등현유치원,사립(사인),1996년,지상3층/ 지하1층,744㎡,400㎡,20231,서울특별시 강서구 화곡로63가길 63
서울특별시교육청,강서양천교육지원청,1ecec08c-fa09-b044-e053-0a32095ab044,유니유치원,사립(사인),1993년,지상2층/ 지하1층,747㎡,603㎡,20231,서울특별시 강서구 허준로 175
서울특별시교육청,강서양천교육지원청,1ecec08c-fad9-b044-e053-0a32095ab044,방화이화유치원,사립(사인),1979년,지상2층/ 지하0층,321㎡,594㎡,20231,서울특별시 강서구 양천로17길 4-55
서울특별시교육청,강서양천교육지원청,1ecec08c-fbfb-b044-e053-0a32095ab044,예지유치원,사립(사인),1994년,지상4층/ 지하1층,576㎡,235㎡,20181,서울특별시 강서구 남부순환로11가길 89
서울특별시교육청,강서양천교육지원청,1ecec08c-fbfc-b044-e053-0a32095ab044,진일유치원,사립(사인),1993년,지상3층/ 지하1층,356㎡,333㎡,20211,서울특별시 강서구 허준로 121
서울특별시교육청,강서양천교육지원청,1ecec08c-fc58-b044-e053-0a32095ab044,예은유치원,사립(사인),2006년,지상4층/ 지하0층,783㎡,403㎡,20191,서울특별시 강서구 까치산로4길 101-5
서울특별시교육청,강서양천교육지원청,1ecec08c-fcd8-b044-e053-0a32095ab044,수미유치원,사립(사인),1985년,지상3층/ 지하1층,521㎡,262㎡,20181,서울특별시 강서구 강서로17길 130
